City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Atuona,0,PF,1540170034,100,-9.8,-139.03,80.42,13.22
Avarua,75,CK,1540166400,57,-21.21,-159.78,75.2,9.17
Birao,36,CF,1540170034,36,10.3,22.78,85.51,7.29
Narsaq,92,GL,1540169400,86,60.91,-46.05,26.6,1.12
Bluff,0,AU,1540170035,62,-23.58,149.07,79.93,9.08
Kindu,36,CD,1540170035,100,-2.95,25.92,69.49,2.26
Rio Grande,20,BR,1540169911,86,-32.03,-52.1,63.73,15.23
Phan Thiet,0,VN,1540170036,100,10.93,108.1,79.34,4.16
Linqiong,92,CN,1540166400,93,30.42,103.46,59.0,2.24
Hilo,40,US,1540166160,69,19.71,-155.08,82.4,9.17
Kibuye,12,RW,1540170037,100,-2.07,29.35,52.79,3.71
Saint-Georges,48,CA,1540170005,51,46.12,-70.67,30.92,9.31
Zholymbet,88,KZ,1540170037,87,51.74,71.71,35.83,9.86
Tarakan,48,ID,1540170038,100,3.3,117.63,81.32,4.38
Leku,0,ET,1540170038,87,6.87,38.44,54.19,3.04
Port Hardy,20,CA,1540166400,87,50.7,-127.42,50.0,3.36
New Norfolk,75,AU,1540168200,55,-42.78,147.06,66.2,10.29
Cooma,0,AU,1540170039,77,-36.24,149.13,61.25,6.73
Ribeira Grande,48,PT,1540169891,99,38.52,-28.7,69.13,20.27
Saurimo,88,AO,1540170039,99,-9.66,20.4,64.54,0.69
Necochea,92,AR,1540170026,70,-38.55,-58.74,62.06,5.61
Vardo,5,US,1540169220,56,39.62,-77.74,44.6,6.93
Hermiston,1,US,1540165980,48,45.84,-119.29,62.6,3.36
Northam,32,GB,1540165800,71,51.04,-4.21,50.0,3.36
Thunder Bay,5,CA,1540166400,80,48.41,-89.26,33.8,4.16
Tuktoyaktuk,90,CA,1540166400,92,69.44,-133.03,21.2,14.99
Hasaki,20,JP,1540166400,72,35.73,140.83,62.6,8.05
Chokurdakh,76,RU,1540170042,85,70.62,147.9,12.61,12.77
Barrow,92,AR,1540170042,65,-38.31,-60.23,61.66,5.61
Lebu,20,ET,1540166400,82,8.96,38.73,55.4,3.36
Namibe,32,AO,1540170043,100,-15.19,12.15,71.06,7.74
Praia,0,BR,1540166400,77,-20.25,-43.81,64.4,6.93
Canutama,8,BR,1540170044,91,-6.53,-64.38,79.52,3.6
Punta Arenas,0,CL,1540166400,70,-53.16,-70.91,42.8,10.29
Albany,90,US,1540166040,51,42.65,-73.75,39.2,11.41
Nikolskoye,0,RU,1540168200,75,59.7,30.79,46.4,8.95
Butaritari,24,KI,1540170045,100,3.07,172.79,84.56,7.18
Rikitea,100,PF,1540169899,98,-23.12,-134.97,75.34,8.63
Souillac,0,FR,1540168200,71,45.6,-0.6,53.6,2.24
Khash,20,IR,1540170046,81,28.22,61.21,46.94,2.59
San Jose,0,PH,1540169849,80,15.79,120.99,77.18,2.82
Vaini,64,IN,1540170048,68,15.34,74.49,72.05,4.38
Ushuaia,0,AR,1540170048,89,-54.81,-68.31,33.71,6.29
Pedernales,44,EC,1540170048,69,0.07,-80.05,76.82,9.53
Yellowknife,75,CA,1540166400,79,62.45,-114.38,28.4,3.36
Maryville,1,US,1540169580,51,40.35,-94.87,59.0,8.05
Palora,56,EC,1540170050,96,-1.7,-77.97,65.3,1.7
Norman Wells,75,CA,1540166400,74,65.28,-126.83,35.6,4.16
Puerto Ayora,0,EC,1540166400,69,-0.74,-90.35,73.4,19.46
Cherskiy,68,RU,1540170051,89,68.75,161.3,9.95,3.83
Busselton,92,AU,1540170051,100,-33.64,115.35,60.17,15.23
Qaanaaq,20,GL,1540170051,100,77.48,-69.36,5.23,11.54
Tasiilaq,68,GL,1540169400,49,65.61,-37.64,23.0,11.41
Prattville,1,US,1540168500,87,32.46,-86.46,55.4,5.17
Khatanga,36,RU,1540170052,76,71.98,102.47,5.59,6.85
Jamestown,0,AU,1540169866,28,-33.21,138.6,76.55,15.57
Arco,20,IT,1540167600,87,45.92,10.89,42.8,3.36
Broome,76,GB,1540167600,76,52.47,1.45,53.6,10.29
Mahajanga,20,MG,1540166400,57,-15.72,46.32,77.0,4.7
Hamilton,90,CA,1540166400,69,43.26,-79.87,41.0,8.05
Cayenne,0,GF,1540168200,83,4.94,-52.33,80.6,4.7
Kapaa,20,US,1540166160,65,22.08,-159.32,86.0,13.87
Bereda,12,ES,1540168200,87,43.27,-7.54,59.0,2.24
East London,68,ZA,1540170056,100,-33.02,27.91,63.64,17.13
Saint-Philippe,20,CA,1540167840,55,45.36,-73.48,37.4,11.41
Bambous Virieux,40,MU,1540166400,83,-20.34,57.76,75.2,5.82
Longyearbyen,75,NO,1540167600,96,78.22,15.63,39.2,10.29
Kaliua,12,TZ,1540170057,63,-5.06,31.79,67.55,5.5
Kodiak,1,US,1540165980,58,39.95,-94.76,57.2,8.05
Bubaque,44,GW,1540170058,100,11.28,-15.83,83.71,2.37
Toowoomba,20,AU,1540166400,60,-27.56,151.95,73.4,5.82
Flinders,40,AU,1540166400,60,-34.58,150.85,68.0,9.17
Yar-Sale,8,RU,1540170059,100,66.83,70.83,9.01,5.95
Talnakh,92,RU,1540170059,83,69.49,88.39,23.23,4.38
Port Alfred,8,ZA,1540170059,92,-33.59,26.89,61.66,18.92
Redmond,20,US,1540167300,67,47.67,-122.12,57.2,3.36
Naze,48,NG,1540170060,92,5.43,7.07,75.02,5.5
Bredasdorp,0,ZA,1540166400,72,-34.53,20.04,60.8,20.8
Pisco,0,PE,1540166400,82,-13.71,-76.2,64.4,18.34
Sabang,88,PH,1540170061,100,13.72,123.58,78.58,3.49
Georgetown,75,GY,1540166400,88,6.8,-58.16,78.8,4.7
Dikson,56,RU,1540170029,100,73.51,80.55,24.08,7.96
Arraial do Cabo,32,BR,1540170062,96,-22.97,-42.02,68.18,6.96
Axim,0,GH,1540170063,100,4.87,-2.24,80.83,9.19
Saint George,90,GR,1540165800,87,39.45,22.34,59.0,4.7
Banda Aceh,8,ID,1540170063,99,5.56,95.32,74.39,1.03
Faya,0,SA,1540166400,87,18.39,42.45,57.2,2.04
Zheleznodorozhnyy,90,RU,1540168200,84,55.75,38.0,41.0,4.47
Isangel,56,VU,1540170065,100,-19.55,169.27,75.34,15.68
Mataura,0,NZ,1540170065,87,-46.19,168.86,66.38,4.38
Abu Samrah,0,SY,1540170065,88,35.3,37.18,50.99,1.81
Lavrentiya,32,RU,1540170066,100,65.58,-170.99,39.38,29.55
Ilheus,75,BR,1540166400,100,-14.79,-39.05,68.0,8.05
Yalvac,88,TR,1540170066,100,38.3,31.18,45.95,2.59
Lagoa,40,PT,1540168200,88,37.14,-8.45,62.6,8.05
Provideniya,75,RU,1540168200,80,64.42,-173.23,39.2,15.66
Thompson,75,CA,1540166400,93,55.74,-97.86,37.4,12.75
Roebourne,0,AU,1540170068,13,-20.77,117.15,83.93,4.61
Carnarvon,88,ZA,1540170069,16,-30.97,22.13,62.06,12.44
Srandakan,12,ID,1540170069,88,-7.94,110.25,75.02,3.38
Victoria,75,BN,1540168200,83,5.28,115.24,80.6,8.05
Port-Cartier,20,CA,1540166400,63,50.03,-66.88,28.4,10.29
Mungwi,88,ZM,1540170070,78,-10.17,31.37,64.81,12.88
Quimper,32,FR,1540168200,93,48.0,-4.1,55.4,9.17
Pangkalanbuun,76,ID,1540170071,88,-2.68,111.62,78.58,4.16
Baoqing,0,CN,1540170072,57,46.32,132.2,46.94,4.16
Beloha,88,MG,1540170072,69,-25.17,45.06,60.26,18.25
Takaka,8,NZ,1540170073,74,-40.86,172.81,62.87,3.6
Touros,44,BR,1540170073,94,-5.2,-35.46,76.69,7.85
Qasigiannguit,44,GL,1540169400,65,68.82,-51.19,8.6,26.4
Varkaus,90,FI,1540167600,93,62.32,27.87,48.2,11.41
Port Blair,64,IN,1540170074,100,11.67,92.75,80.56,0.92
Watsa,0,CD,1540170075,83,3.04,29.53,67.33,2.59
Chuy,8,UY,1540170075,81,-33.69,-53.46,59.36,13.78
Cape Town,0,ZA,1540166400,63,-33.93,18.42,60.8,6.93
Cody,1,US,1540166160,27,44.53,-109.06,64.4,4.7
Topolobampo,75,MX,1540165320,58,25.6,-109.05,86.0,11.41
Barentu,12,ER,1540170077,93,15.11,37.59,63.28,2.59
Te Anau,0,NZ,1540170077,68,-45.41,167.72,63.05,3.6
Navolato,90,MX,1540165200,59,24.76,-107.7,89.6,6.93
Pevek,76,RU,1540170078,100,69.7,170.27,21.11,6.17
Hermanus,0,ZA,1540169946,33,-34.42,19.24,63.41,7.07
Srednekolymsk,0,RU,1540170078,78,67.46,153.71,2.26,2.48
Kaoma,24,ZM,1540170079,45,-14.8,24.8,71.29,16.24
Gamba,48,CN,1540170079,73,28.28,88.52,4.19,1.7
Kokoda,80,PG,1540170079,90,-8.88,147.74,68.36,1.92
Hobart,75,AU,1540168200,55,-42.88,147.33,66.2,10.29
Airai,0,TL,1540170080,64,-8.93,125.41,79.25,2.37
Portland,20,US,1540165980,40,45.52,-122.67,69.8,4.7
Bako,24,NG,1540170081,77,9.68,6.4,76.82,3.94
Inongo,8,CD,1540170081,96,-1.93,18.29,72.64,2.71
San Martin,1,US,1540168500,59,37.08,-121.61,69.8,10.29
Garden City,1,US,1540169760,48,40.73,-73.63,44.6,8.05
Nagorsk,64,RU,1540170083,87,59.32,50.8,29.75,7.85
Poya,12,NC,1540170083,92,-21.35,165.16,76.73,7.52
Hithadhoo,48,MV,1540170083,100,-0.6,73.08,77.72,3.71
Santa Maria,0,BR,1540166400,77,-29.69,-53.81,64.4,6.93
Nanortalik,92,GL,1540170085,99,60.14,-45.24,33.35,15.01
Kukes,88,AL,1540170085,100,42.08,20.42,41.72,2.04
Kadaya,88,RU,1540170086,85,50.93,119.29,33.71,2.59
Belaya Gora,32,RU,1540170086,76,68.54,146.19,5.45,6.17
Kaitangata,12,NZ,1540170086,80,-46.28,169.85,61.79,5.73
Burayevo,0,RU,1540170087,82,55.84,55.41,22.91,2.71
Margate,75,AU,1540168200,55,-43.03,147.26,66.2,10.29
Lorengau,64,PG,1540170087,100,-2.02,147.27,79.39,5.84
Bowen,75,AU,1540166400,51,-20.01,148.25,84.2,5.82
Amapa,20,HN,1540170000,78,15.09,-87.97,80.6,6.93
Zakamensk,0,RU,1540170088,76,50.38,103.29,11.48,2.48
Orcopampa,92,PE,1540170089,98,-15.27,-72.34,34.97,1.81
Ibipeba,56,BR,1540170089,85,-11.64,-42.01,70.7,9.75
Tabou,44,CI,1540170089,100,4.42,-7.36,80.83,9.08
Cap Malheureux,40,MU,1540166400,83,-19.98,57.61,75.2,5.82
Yuzhno-Kurilsk,0,RU,1540170090,100,44.03,145.86,50.72,11.77
Ballina,8,IE,1540170090,97,54.11,-9.15,44.69,8.75
Mar del Plata,92,AR,1540170091,97,-46.43,-67.52,42.53,24.18
Nemuro,75,JP,1540166400,76,43.32,145.57,51.8,2.24
Padang,20,ID,1540170091,100,-0.92,100.36,80.15,3.27
Waingapu,12,ID,1540170092,95,-9.65,120.26,77.68,4.16
Porto-Vecchio,90,FR,1540168200,59,41.59,9.28,62.6,16.11
Senneterre,75,CA,1540168020,92,48.39,-77.24,28.4,5.82
Klaksvik,76,FO,1540167600,96,62.23,-6.59,42.8,28.86
San Patricio,0,PY,1540170093,76,-26.98,-56.83,74.57,3.71
Ipameri,88,BR,1540170093,96,-17.72,-48.16,64.36,10.98
Rafraf,20,TN,1540168200,77,37.19,10.18,68.0,4.7
Meulaboh,0,ID,1540170094,100,4.14,96.13,78.13,5.95
Taoudenni,48,ML,1540170095,44,22.68,-3.98,77.68,12.21
Nagato,75,JP,1540166400,88,34.35,131.14,62.6,8.05
Labuhan,56,ID,1540170095,88,-2.54,115.51,76.69,2.37
Beringovskiy,64,RU,1540170095,100,63.05,179.32,30.38,18.7
Torbay,90,CA,1540168620,93,47.66,-52.73,57.2,32.21
Blagoyevo,92,RU,1540170096,95,63.37,47.92,34.66,9.64
Lompoc,75,US,1540168500,77,34.64,-120.46,69.8,9.17
Luderitz,68,NA,1540166400,87,-26.65,15.16,57.2,3.36
Nishihara,20,JP,1540166400,55,35.74,139.53,62.6,6.93
Urucara,0,BR,1540170098,75,-2.54,-57.76,82.36,4.16
Bathsheba,40,BB,1540166400,83,13.22,-59.52,80.6,18.34
Norden,75,DE,1540167900,93,53.59,7.21,53.6,5.82
Negombo,40,LK,1540167000,94,7.21,79.83,77.0,3.36
Dunedin,24,NZ,1540169996,63,-45.87,170.5,66.74,3.94
Severo-Kurilsk,56,RU,1540169937,100,50.68,156.12,41.45,7.07
Masvingo,88,ZW,1540170100,71,-20.08,30.83,53.83,15.46
Lata,0,IN,1540170100,55,30.78,78.62,40.37,3.04
Goderich,80,CA,1540170100,81,43.74,-81.71,42.04,11.65
Macklin,0,CA,1540170101,33,52.34,-109.94,48.38,11.54
Cidreira,0,BR,1540170101,73,-30.17,-50.22,64.76,16.35
Gazojak,0,TM,1540170101,87,41.19,61.4,38.21,2.93
Faanui,12,PF,1540170102,99,-16.48,-151.75,81.05,14.0
Bethel,90,US,1540165980,86,60.79,-161.76,37.4,19.46
Pokhara,32,NP,1540170103,81,28.21,83.99,45.5,1.92
Upernavik,76,GL,1540170103,100,72.79,-56.15,22.51,13.78
Poronaysk,0,RU,1540170103,87,49.22,143.1,38.03,3.94
Ravar,24,IR,1540170104,84,31.27,56.81,47.44,2.82
Castro,88,CL,1540170104,89,-42.48,-73.76,47.26,4.94
Ust-Tsilma,92,RU,1540170104,94,65.44,52.15,32.27,7.63
Mujiayingzi,0,CN,1540170105,82,42.12,118.78,41.36,4.5
Riyadh,0,SA,1540166400,57,24.63,46.72,75.2,8.05
Seoul,0,KR,1540166400,66,37.57,126.98,57.2,1.12
Abalak,0,NE,1540170105,54,15.46,6.28,70.25,3.71
Sambava,20,MG,1540170106,100,-14.27,50.17,76.28,5.28
Adrar,0,DZ,1540166400,49,27.87,-0.29,71.6,2.71
Zhigansk,80,RU,1540170106,96,66.77,123.37,25.84,2.93
Port Elizabeth,1,US,1540169700,65,39.31,-74.98,46.4,4.7
Turka,0,UA,1540170107,82,49.16,23.03,31.64,2.37
Rawlins,1,US,1540167300,31,41.79,-107.24,60.8,11.41
Havelock,1,US,1540169640,58,34.88,-76.9,53.6,6.93
The Pas,40,CA,1540166400,49,53.82,-101.24,48.2,14.99
Weingarten,0,DE,1540169400,86,47.81,9.64,39.2,3.36
Mozarlandia,64,BR,1540170109,87,-14.74,-50.57,76.24,7.85
Saskylakh,44,RU,1540170110,81,71.97,114.09,10.09,8.19
Belen,75,TR,1540165800,88,36.49,36.19,66.2,3.36
Whitehorse,75,CA,1540166400,61,60.72,-135.06,46.4,19.46
Camargo,92,MX,1540170111,96,27.69,-105.17,59.45,5.95
Kirakira,8,SB,1540170111,100,-10.46,161.92,82.58,8.19
Elko,20,US,1540169760,47,40.83,-115.76,59.0,10.29
Poum,92,MK,1540170112,100,41.28,20.71,45.23,2.15
Marsa Matruh,40,EG,1540166400,78,31.35,27.25,75.2,11.41
Abbeville,75,FR,1540168200,100,50.11,1.83,48.2,1.12
Treinta y Tres,12,UY,1540170113,66,-33.23,-54.39,60.31,10.42
Batsfjord,92,NO,1540170113,100,70.63,29.72,43.03,18.7
Ajalpan,32,MX,1540170113,97,18.37,-97.25,57.2,1.81
Metro,88,ID,1540170114,85,-5.11,105.31,81.73,6.17
Sao Felix do Xingu,12,BR,1540170114,97,-6.64,-51.99,75.56,2.15
La Paz,75,MX,1540165620,45,24.15,-110.32,84.2,8.05
Katobu,0,ID,1540170115,91,-4.94,122.53,83.57,2.37
Salalah,0,OM,1540165800,78,17.01,54.1,75.2,3.36
Comodoro Rivadavia,0,AR,1540166400,57,-45.87,-67.48,50.0,13.87
Mogocha,92,RU,1540170116,88,53.73,119.76,30.43,4.61
Matara,68,PE,1540170117,86,-13.74,-72.9,47.53,1.36
Port-Gentil,92,GA,1540170117,100,-0.72,8.78,75.56,1.92
Namwala,36,ZM,1540170117,53,-15.75,26.45,71.15,20.04
Tiksi,12,RU,1540170118,71,71.64,128.87,-2.11,3.71
Vila Velha,20,BR,1540170000,78,-3.71,-38.6,80.6,6.93
Syracuse,90,US,1540169760,69,43.05,-76.15,39.2,10.29
Geraldton,90,CA,1540166400,86,49.72,-86.95,30.2,3.36
Vysokogornyy,0,RU,1540170119,70,50.1,139.13,29.21,3.04
Constitucion,90,MX,1540165440,82,23.99,-104.67,62.6,3.36
Mishan,0,CN,1540170092,77,45.55,131.88,47.48,3.94
Kloulklubed,75,PW,1540169400,74,7.04,134.26,86.0,4.7
Gerash,0,IR,1540166400,68,27.67,54.14,68.0,4.7
Manggar,32,ID,1540170120,87,-2.88,108.27,82.13,6.4
Payakumbuh,88,ID,1540170121,98,-0.23,100.63,70.34,2.93
Los Llanos de Aridane,8,ES,1540168200,68,28.66,-17.92,68.0,6.93
Barmer,0,IN,1540170121,47,25.74,71.4,59.41,2.71
Fairbanks,1,US,1540166280,57,64.84,-147.72,51.8,9.17
Bilibino,76,RU,1540170122,76,68.06,166.44,10.67,2.93
Brewster,1,US,1540168500,48,41.76,-70.08,42.8,8.05
Larkollen,0,NO,1540167600,61,59.33,10.67,50.0,11.41
Half Moon Bay,20,US,1540166160,77,37.46,-122.43,75.2,23.04
Strathmore,20,CA,1540166400,39,51.04,-113.4,50.0,6.93
Tasgaon,32,IN,1540170124,73,17.04,74.6,70.61,5.84
Itaituba,12,BR,1540170124,79,-4.26,-55.99,81.41,3.83
Komatipoort,0,MZ,1540170124,68,-25.43,31.96,58.33,11.99
Esmeralda,56,CL,1540170125,71,-34.33,-70.9,53.74,1.7
Empalme,5,MX,1540165200,55,27.96,-110.81,89.6,8.05
Amga,36,RU,1540170125,83,60.89,131.98,17.11,2.71
Pierre,1,US,1540165980,43,44.37,-100.35,53.6,10.29
Zaranj,0,AF,1540166400,26,30.95,61.86,55.4,6.93
Nileshwar,56,IN,1540170126,100,12.25,75.1,81.46,2.04
Pundaguitan,36,PH,1540170126,100,6.37,126.17,81.05,5.61
Bouloupari,68,NC,1540168200,51,-21.87,166.05,84.2,12.75
Doda,0,IN,1540170127,33,33.14,75.55,39.2,2.93
Inirida,8,CO,1540170127,93,3.87,-67.92,76.28,1.48
Borgarnes,90,IS,1540166400,64,64.54,-21.92,39.2,14.99
Guadalupe y Calvo,80,MX,1540170128,99,26.09,-106.96,54.86,2.15
Kamina,56,CD,1540170128,94,-8.74,25.0,65.39,4.5
Vuktyl,44,RU,1540170129,92,63.86,57.31,18.59,6.06
Ilulissat,44,GL,1540165800,60,69.22,-51.1,10.4,25.28
Hami,0,CN,1540170129,75,42.84,93.51,28.49,6.85
Xuddur,0,SO,1540170129,87,4.12,43.89,70.93,10.31
Havre-Saint-Pierre,90,CA,1540166400,69,50.23,-63.6,33.8,13.87
Redding,1,US,1540168500,16,40.59,-122.39,82.4,3.36
Vila,75,IT,1540167600,66,45.18,8.4,53.6,3.36
Matamoros,90,US,1540165980,94,25.87,-97.51,73.4,11.41
Fare,56,PF,1540170131,94,-16.7,-151.02,81.73,12.44
Severodvinsk,90,RU,1540168200,100,64.56,39.82,42.8,11.18
Tromso,75,NO,1540167600,70,69.65,18.96,42.8,20.8
Otofuke,75,JP,1540166400,87,43.02,143.2,44.6,2.24
Yulara,0,AU,1540166400,11,-25.24,130.99,86.0,11.41
Teshie,0,GH,1540170133,100,5.58,-0.11,81.32,12.21
Roald,80,NO,1540167600,65,62.58,6.12,46.4,33.33
Anton Lizardo,90,MX,1540165500,83,19.05,-95.98,78.8,13.87
Znojmo,0,CZ,1540168200,81,48.86,16.05,42.8,3.36
Nome,1,US,1540167300,59,30.04,-94.42,64.4,5.82
Champerico,40,MX,1540165620,74,16.38,-93.6,78.8,8.05
Chilca,40,PE,1540168200,54,-13.22,-72.34,55.4,2.24
Shelburne,90,CA,1540166400,80,44.08,-80.2,39.2,9.64
Dubbo,0,AU,1540168200,56,-32.25,148.6,73.4,4.7
Markova,0,RU,1540168200,100,52.21,104.21,23.0,4.47
Salym,92,RU,1540170136,83,60.06,71.48,28.4,10.76
