City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Ampanihy,8,MG,1540170137,64,-24.69,44.75,55.81,9.64
Dwarka,0,IN,1540168200,72,28.58,77.04,64.4,3.36
Mount Gambier,32,AU,1540169978,64,-37.83,140.78,66.29,10.09
Bosobolo,32,CD,1540170138,95,4.19,19.88,69.53,9.75
Tuatapere,0,NZ,1540170138,82,-46.13,167.69,58.96,1.7
Morant Bay,20,JM,1540166400,74,17.88,-76.41,84.2,8.05
Ancud,76,CL,1540170139,81,-41.87,-73.83,48.38,4.16
Gat,8,SN,1540166400,78,14.69,-16.54,78.8,4.7
Farah,36,AF,1540170140,87,32.37,62.11,50.41,2.59
Olinda,0,EC,1540166400,65,-2.03,-79.75,78.8,14.99
Iqaluit,5,CA,1540166400,71,63.75,-68.52,6.8,10.29
Ponta do Sol,8,BR,1540169942,76,-20.63,-46.0,65.39,5.39
Maldonado,90,UY,1540166400,77,-34.91,-54.96,62.6,5.82
New Castle,1,US,1540169760,80,41.0,-80.35,35.6,3.36
Clyde River,90,CA,1540166400,85,70.47,-68.59,12.2,14.99
Porbandar,0,IN,1540170142,82,21.64,69.61,76.46,8.63
Makakilo City,1,US,1540166220,46,21.35,-158.09,89.6,6.93
Dongsheng,36,CN,1540170142,91,29.72,112.52,58.06,6.4
Murovane,0,UA,1540168200,87,50.41,24.11,33.8,2.93
Punta Cardon,76,VE,1540170143,77,11.61,-70.22,82.54,12.88
Kununurra,36,AU,1540168200,62,-15.77,128.74,89.6,3.36
Alyangula,0,AU,1540170144,85,-13.85,136.42,86.54,7.96
Lasa,36,CY,1540168200,82,34.92,32.53,66.2,6.93
Bitung,40,ID,1540168200,88,1.44,125.19,78.8,5.82
Pilar,0,AR,1540166400,82,-34.46,-58.91,62.6,3.38
Port Lincoln,12,AU,1540170145,85,-34.72,135.86,64.31,8.41
Catio,56,GW,1540170145,91,11.28,-15.25,76.51,6.06
Laibin,92,CN,1540170146,100,23.74,109.23,62.6,7.18
Hay River,75,CA,1540166400,86,60.82,-115.79,28.4,5.82
Kuldiga,90,LV,1540167600,82,56.97,21.96,55.4,19.46
Eureka,90,US,1540168500,100,40.8,-124.16,51.8,2.15
San Cristobal,40,EC,1540166400,62,-0.39,-78.55,57.2,13.87
George,20,NG,1540166400,83,6.63,3.35,80.6,7.52
Seminole,90,US,1540169700,62,32.72,-102.64,59.0,6.93
Kapuskasing,90,CA,1540166400,100,49.42,-82.43,26.6,5.82
Itoman,75,JP,1540166400,69,26.12,127.67,77.0,8.05
Osa,88,RU,1540170149,90,57.28,55.46,31.37,4.5
LOS ALGARROBOS,20,EC,1540166400,83,-3.25,-79.94,71.6,6.93
Coihaique,75,CL,1540166400,70,-45.58,-72.07,46.4,3.36
Brae,56,GB,1540167600,70,60.4,-1.35,46.4,35.57
Carutapera,36,BR,1540170126,85,-1.2,-46.02,79.39,8.97
Plover,1,US,1540168500,68,44.46,-89.54,42.8,12.21
Atasu,64,KZ,1540170150,82,48.68,71.64,36.73,4.94
Fort Nelson,75,CA,1540166400,42,58.81,-122.69,48.2,2.24
Alto Araguaia,88,BR,1540170151,52,-17.32,-53.22,79.52,5.95
Kwinana,90,AU,1540168200,51,-32.25,115.77,62.6,11.41
Galle,1,US,1540166160,59,29.74,-97.91,68.0,3.36
Manokwari,36,ID,1540170152,100,-0.87,134.08,81.86,1.36
Letka,0,BA,1540166400,70,43.74,17.27,46.4,3.36
Vrede,0,ZA,1540170153,87,-27.43,29.16,33.44,4.05
Baykit,88,RU,1540170153,87,61.68,96.39,25.93,7.96
Aksarka,64,RU,1540170153,81,66.56,67.8,13.69,1.92
Mount Isa,0,AU,1540168200,9,-20.73,139.49,91.4,8.05
San Pedro,24,AR,1540170155,64,-33.68,-59.66,65.98,6.17
Cabedelo,20,BR,1540166400,83,-6.97,-34.84,77.0,5.82
Sainte-Anne-des-Monts,80,CA,1540170156,100,49.13,-66.49,33.76,23.29
Husavik,0,CA,1540170156,80,50.56,-96.99,43.39,9.19
Muros,0,ES,1540168200,100,42.77,-9.06,55.4,5.82
Protvino,88,RU,1540170157,86,54.87,37.22,38.48,2.93
Esperance,88,TT,1540170157,100,10.24,-61.45,76.55,4.72
Viru,75,EE,1540169400,81,57.74,26.74,46.4,18.34
Pochutla,75,MX,1540165500,83,15.74,-96.47,80.6,3.94
Saint Anthony,1,US,1540166160,22,43.97,-111.68,66.2,2.71
Rio Gallegos,40,AR,1540166400,64,-51.62,-69.22,39.2,4.7
Shenjiamen,100,CN,1540170159,88,29.96,122.3,71.06,8.97
Pascagoula,1,US,1540168500,62,30.37,-88.56,64.4,4.7
Artyom,20,RU,1540168200,57,43.36,132.19,48.2,2.24
Rae Bareli,0,IN,1540170160,54,26.22,81.25,67.06,2.71
Sao Joao da Barra,0,BR,1540170161,100,-21.64,-41.05,71.6,11.77
Spentrup,56,DK,1540167600,87,56.54,10.03,51.8,16.11
Bucerias,90,MX,1540165560,100,20.76,-105.33,77.0,13.78
Shar,56,NG,1540170162,81,7.3,8.73,79.39,10.2
Tual,32,ID,1540170144,100,-5.67,132.75,82.31,7.74
Ironton,1,US,1540165860,65,38.54,-82.68,41.0,2.37
San Rafael,44,AR,1540170074,76,-34.61,-68.33,53.33,6.17
Nha Trang,20,VN,1540170164,99,12.24,109.19,77.68,7.29
Mareeba,40,AU,1540168200,58,-16.99,145.42,82.4,10.29
Blankenburg,0,DE,1540169400,75,52.59,13.45,46.4,2.24
Aksu,90,KZ,1540168200,93,52.04,76.93,37.4,13.42
Maragogi,44,BR,1540170068,98,-9.01,-35.22,73.67,5.61
Puerto Colombia,75,CO,1540166400,100,10.99,-74.96,75.2,2.24
Soe,75,EE,1540169400,81,57.91,26.05,46.4,18.34
Sitka,8,US,1540170166,25,37.17,-99.65,65.84,15.46
Inuvik,90,CA,1540166400,92,68.36,-133.71,23.0,4.7
Pemba,44,MZ,1540170167,100,-12.97,40.52,78.26,28.54
Maceio,75,BR,1540170000,88,-9.67,-35.74,73.4,3.36
Dali,0,CN,1540170167,100,25.6,100.24,41.59,1.92
Havoysund,75,NO,1540165800,70,71.0,24.66,42.8,12.75
Itarema,12,BR,1540170168,85,-2.92,-39.92,77.09,11.1
Kavieng,80,PG,1540170168,100,-2.57,150.8,83.48,4.72
Mankono,12,CI,1540170169,76,8.06,-6.19,75.29,2.82
Longyan,100,CN,1540170169,98,25.1,117.03,63.41,2.15
Anori,48,BR,1540170169,86,-3.74,-61.66,81.01,2.48
Klyuchi,36,RU,1540170170,94,52.25,79.17,38.48,11.65
Kalmunai,76,LK,1540170170,100,7.42,81.82,71.78,3.71
Wright,1,US,1540165980,41,43.75,-105.48,60.8,3.36
Namatanai,48,PG,1540170171,100,-3.66,152.44,82.67,4.16
Khudumelapye,76,BW,1540170171,51,-23.91,24.95,60.08,17.81
Libertador General San Martin,75,AR,1540166400,69,-23.81,-64.79,77.0,4.7
Kahului,20,US,1540166160,62,20.89,-156.47,87.8,19.46
Kingaroy,0,AU,1540170056,96,-26.54,151.84,70.52,5.17
Ahipara,0,NZ,1540170172,63,-35.17,173.16,68.9,2.26
Dudinka,92,RU,1540170172,94,69.41,86.18,24.44,9.42
Kavaratti,20,IN,1540170152,100,10.57,72.64,83.71,7.63
Mahuva,0,IN,1540170173,95,21.09,71.76,86.18,5.61
Jaciara,32,BR,1540170173,73,-15.95,-54.98,81.05,2.82
Buala,36,SB,1540170174,88,-8.15,159.59,84.2,5.28
Merauke,12,ID,1540170174,74,-8.49,140.4,85.33,10.98
Binzhou,0,CN,1540170174,70,37.38,117.96,55.36,3.6
Tessalit,48,ML,1540170174,21,20.2,1.01,85.73,12.66
Pecos,90,US,1540167300,63,31.42,-103.49,62.6,9.17
Bol,0,TD,1540170175,26,13.47,14.72,66.47,2.71
Daru,48,SL,1540170175,98,7.99,-10.85,71.87,2.93
Grindavik,75,IS,1540168200,65,63.84,-22.43,41.0,24.16
Ayagoz,68,KZ,1540170176,87,47.96,80.43,38.3,12.44
Barabai,36,ID,1540170176,88,-2.59,115.38,77.9,2.93
Coahuayana,36,MX,1540170177,60,18.62,-100.35,77.27,2.15
Aguada de Pasajeros,76,CU,1540166340,88,22.38,-80.85,77.0,5.82
Codrington,68,AU,1540170177,95,-28.95,153.24,67.55,4.38
Ostrovnoy,8,RU,1540170178,92,68.05,39.51,36.59,12.66
Saldanha,20,PT,1540170178,92,41.42,-6.55,51.49,3.15
Bajram Curri,0,AL,1540168200,50,42.36,20.08,57.2,6.93
Kathu,92,ZA,1540170179,63,-27.7,23.05,65.48,13.33
Takhtamygda,92,RU,1540170179,92,54.1,123.57,34.25,6.96
Conakry,75,GN,1540166400,88,9.52,-13.7,80.6,9.17
Rabo de Peixe,40,PT,1540168200,82,37.8,-25.58,66.2,20.8
Hobyo,88,SO,1540170180,92,5.35,48.53,76.37,6.62
Obihiro,75,JP,1540166400,87,42.92,143.2,44.6,2.24
Udachnyy,92,RU,1540170181,86,66.42,112.4,25.79,1.92
Mahibadhoo,8,MV,1540170181,100,3.78,72.97,83.26,11.77
Moron,68,VE,1540170182,96,10.49,-68.2,70.79,2.71
San Policarpo,32,PH,1540170182,98,12.18,125.51,81.91,5.73
Coos Bay,90,US,1540169760,93,43.37,-124.22,50.0,4.7
Oistins,40,BB,1540166400,83,13.07,-59.53,80.6,18.34
Saint-Augustin,0,FR,1540168200,93,44.83,-0.61,50.0,3.36
Junqueiro,68,BR,1540170183,87,-9.92,-36.47,75.65,8.86
Kiama,40,AU,1540166400,60,-34.67,150.86,68.0,9.17
Vila do Maio,75,CV,1540166400,74,15.13,-23.22,78.8,12.75
Sur,0,OM,1540170184,94,22.57,59.53,81.41,5.84
Todos Santos,75,MX,1540165740,38,23.45,-110.23,87.8,13.87
Valle de Juarez,80,MX,1540170185,69,19.93,-102.94,68.0,1.81
Neiafu,75,TO,1540166400,78,-18.65,-173.98,75.2,12.75
Guerrero Negro,0,MX,1540170186,53,27.97,-114.04,79.03,7.96
Beoumi,12,CI,1540170186,67,7.67,-5.58,78.04,7.4
San Carlos,20,VE,1540170099,77,9.66,-68.59,78.98,7.18
Sao Miguel do Araguaia,24,BR,1540170029,82,-13.28,-50.16,79.34,5.73
Mahebourg,40,MU,1540166400,83,-20.41,57.7,75.2,5.82
Cabo San Lucas,75,MX,1540165740,74,22.89,-109.91,87.8,5.82
Sunam,0,IN,1540170188,60,30.13,75.81,61.07,5.06
Champasak,20,LA,1540166400,83,14.89,105.88,77.0,2.24
Viedma,0,AR,1540170189,67,-40.81,-62.99,53.69,8.52
Corinto,64,BR,1540170190,56,-18.36,-44.46,73.99,9.42
Tahe,92,CN,1540170190,85,52.34,124.71,34.88,2.59
Piranhas,24,BR,1540170190,48,-9.61,-37.76,84.65,16.24
Zhanaozen,0,KZ,1540170191,62,43.35,52.85,47.53,8.97
North Bend,90,US,1540167300,93,43.41,-124.22,51.8,5.82
Cabatuan,80,PH,1540170191,100,16.95,121.67,71.78,2.93
Wolgast,0,DE,1540170098,100,54.05,13.77,48.88,14.45
Ciocile,44,RO,1540170192,70,44.82,27.25,54.64,12.77
Uthal,0,PK,1540170192,68,25.81,66.62,60.49,3.38
Fuyang,75,CN,1540168200,93,30.05,119.96,66.2,6.71
Mabaruma,68,GY,1540170193,91,8.2,-59.78,80.78,7.18
Chulman,92,RU,1540170193,85,56.84,124.9,25.7,2.15
Vila Franca do Campo,40,PT,1540168200,82,37.72,-25.43,66.2,20.8
Beyneu,0,KZ,1540170194,74,45.32,55.19,34.93,2.82
Ipixuna,0,BR,1540166400,78,-1.76,-48.8,80.6,9.17
Nkoteng,88,CM,1540170195,99,4.5,12.12,70.48,3.15
La Joya,92,MX,1540170196,96,19.61,-97.03,61.79,1.36
Tyukalinsk,80,RU,1540170196,89,55.87,72.2,28.31,15.9
Port Hedland,36,AU,1540168200,21,-20.31,118.58,91.4,6.93
Nouadhibou,92,MR,1540166400,69,20.93,-17.03,73.4,13.87
Tura,0,IN,1540170197,89,25.52,90.21,65.08,2.48
Manisa,0,TR,1540167600,72,38.62,27.43,59.0,10.29
Shingu,20,JP,1540166400,56,33.72,135.99,68.0,6.93
Aklavik,90,CA,1540166400,92,68.22,-135.01,23.0,4.7
Farmers Branch,40,US,1540169580,44,32.93,-96.9,64.4,4.7
Palu,32,ID,1540170200,89,-0.9,119.87,68.9,1.92
Mana,75,RS,1540168200,93,43.52,20.24,46.4,1.12
Texarkana,1,US,1540165980,62,33.44,-94.04,51.8,3.36
Rome,0,IT,1540167600,87,41.89,12.48,57.2,6.93
Kamaishi,40,JP,1540166400,76,39.28,141.86,51.8,3.36
Camacupa,32,AO,1540170201,90,-12.02,17.48,60.08,2.71
Berlevag,40,NO,1540165800,80,70.86,29.09,39.2,10.29
Gravdal,92,NO,1540167600,66,59.79,5.78,48.2,28.86
Morondava,0,MG,1540170155,96,-20.3,44.28,67.06,10.42
Pombia,75,IT,1540167600,66,45.65,8.63,55.4,3.36
Cosmesti,0,RO,1540170203,77,45.87,27.31,50.68,11.77
Palauig,0,PH,1540170203,89,15.44,119.9,80.6,3.38
Dingle,48,PH,1540170204,88,11.0,122.67,80.51,3.94
Kruisfontein,0,ZA,1540170204,76,-34.0,24.73,60.53,21.72
Conceicao do Araguaia,76,BR,1540170204,97,-8.26,-49.26,73.54,6.51
Emerald,0,AU,1540170205,57,-23.53,148.16,82.49,10.42
Fuxin,36,CN,1540170205,50,42.02,121.65,54.68,12.44
Birzai,0,LT,1540170206,91,56.2,24.75,39.83,13.22
Sangar,92,RU,1540170206,82,63.92,127.47,20.21,7.07
Chipinge,12,ZW,1540170206,82,-20.19,32.62,56.66,9.86
Kutum,0,SD,1540170206,52,14.2,24.66,55.76,2.82
Paamiut,88,GL,1540170207,100,61.99,-49.67,29.75,7.63
Vinh,68,VN,1540170207,95,18.67,105.69,74.48,3.6
Xining,80,CN,1540170207,96,36.62,101.77,27.19,2.59
Shima,0,JP,1540168200,59,34.34,136.82,64.4,6.93
Sao Filipe,64,CV,1540170208,98,14.9,-24.5,79.03,10.42
Vyazma,0,RU,1540170209,70,55.21,34.3,22.64,3.38
Fortuna,20,ES,1540168200,88,38.18,-1.13,68.0,6.93
Atar,76,MR,1540170209,45,20.52,-13.05,79.39,8.63
Honiara,20,SB,1540166400,66,-9.43,159.96,87.8,6.93
Warwick,1,US,1540166160,51,41.7,-71.42,42.8,4.7
Jiuquan,0,CN,1540170210,59,39.73,98.49,15.44,2.37
Sembakung,92,ID,1540170211,95,3.82,117.25,76.55,2.71
Gaillac,90,FR,1540168200,100,43.9,1.9,51.8,4.7
Chiredzi,0,ZW,1540170211,75,-21.05,31.67,58.64,11.43
Tautira,40,PF,1540168200,58,-17.73,-149.15,84.2,5.82
Sayyan,0,YE,1540170212,88,15.17,44.32,43.79,1.48
Leningradskiy,24,RU,1540170166,100,69.38,178.42,26.29,11.21
Mitsamiouli,0,KM,1540170212,97,-11.38,43.28,77.45,17.81
Laguna,20,MX,1540165320,41,27.52,-110.01,91.4,10.29
Svetlaya,0,RU,1540170213,100,46.54,138.33,47.39,6.29
Alexandria,1,US,1540168500,93,31.31,-92.44,57.2,6.96
Sidi Bin Nur,40,TN,1540168200,88,35.53,10.92,69.8,5.82
Wukari,36,NG,1540170214,79,7.87,9.78,77.36,9.75
Haines Junction,80,CA,1540170214,63,60.75,-137.51,42.17,5.95
Iberia,0,PE,1540170215,82,-11.41,-69.49,80.06,1.7
Quatre Cocos,40,MU,1540166400,83,-20.21,57.76,75.2,5.82
Bilma,44,NE,1540170215,30,18.69,12.92,68.86,2.59
Dalbandin,0,PK,1540170216,55,28.9,64.41,54.64,6.29
Springdale,1,US,1540166280,54,36.19,-94.13,55.4,5.73
Changji,48,CN,1540170217,100,32.07,116.17,60.58,4.38
Thiruvananthapuram,75,IN,1540168200,88,8.48,76.92,77.0,4.7
Puerto Escondido,90,MX,1540165500,69,15.86,-97.07,77.0,3.15
Shahr-e Kord,40,IR,1540166400,60,32.33,50.85,42.8,6.93
Methoni,80,GR,1540167600,87,36.82,21.7,59.0,3.36
Nago,20,IT,1540167600,87,45.88,10.89,50.0,3.36
Kidal,0,ML,1540170219,30,18.44,1.41,72.41,3.15
Quesnel,1,CA,1540166400,43,52.98,-122.49,51.8,3.36
Birakan,0,RU,1540170219,64,49.02,131.7,38.75,4.72
Manta,88,RO,1540170220,95,45.1,24.1,50.18,3.15
Gimli,0,CA,1540170151,80,50.63,-96.99,43.39,9.19
Tilichiki,48,RU,1540170220,77,60.47,166.1,20.3,4.72
Katsuura,75,JP,1540166400,72,33.93,134.5,62.6,4.7
Samarai,80,PG,1540170221,100,-10.62,150.67,78.89,7.63
Moose Factory,75,CA,1540166400,79,51.26,-80.61,26.6,3.36
Lodwar,0,KE,1540170195,61,3.12,35.6,74.71,6.29
Fougamou,88,GA,1540170222,98,-1.22,10.59,72.01,2.71
Hofn,0,IS,1540170222,100,64.25,-15.21,41.63,19.04
Nichinan,40,JP,1540166400,68,31.65,131.31,64.4,8.05
Asyut,0,EG,1540166400,43,27.18,31.19,73.4,4.94
Guarapari,90,BR,1540166400,64,-20.67,-40.5,71.6,4.7
Hanahan,1,US,1540169700,81,32.91,-80.01,48.2,6.62
Kaeo,0,NZ,1540170224,51,-35.1,173.78,71.69,5.73
Yima,32,CN,1540170224,100,34.75,111.87,42.26,4.72
Skuratovskiy,88,RU,1540170224,77,54.1,37.62,40.01,4.94
Colac,8,AU,1540170205,61,-38.34,143.59,64.49,7.96
Dubrovnik,0,HR,1540168200,47,42.65,18.09,59.0,12.75
Sobolevo,0,RU,1540170225,68,54.43,31.9,23.45,2.93
Jalu,36,LY,1540170226,66,29.03,21.55,69.76,7.52
Antalaha,12,MG,1540170226,93,-14.9,50.28,74.03,6.4
Mocuba,92,MZ,1540170226,77,-16.84,36.99,68.09,7.29
Lewisville,40,US,1540167300,42,33.05,-96.99,64.4,5.82
Qaqortoq,92,GL,1540169400,86,60.72,-46.03,26.6,1.12
Aurdal,0,NO,1540170227,81,60.92,9.42,32.09,8.75
Upington,0,ZA,1540166400,49,-28.46,21.24,71.6,14.99
Sola,40,NO,1540167600,70,58.89,5.65,48.2,27.51
Sinnamary,0,GF,1540170228,93,5.38,-52.96,81.59,13.11
Bayir,0,TR,1540167600,82,37.27,28.22,55.4,2.24
Shakawe,76,BW,1540170229,86,-18.36,21.84,64.94,4.05
Trincomalee,24,LK,1540170229,94,8.58,81.23,72.68,4.16
Bull Savanna,32,JM,1540170230,89,17.89,-77.59,75.65,3.27
Pangnirtung,20,CA,1540170230,100,66.15,-65.72,10.94,6.17
Cecina,0,IT,1540167300,51,43.31,10.52,59.0,17.22
Novikovo,68,UA,1540170231,100,45.05,34.56,51.26,2.93
Vestmannaeyjar,92,IS,1540170231,88,63.44,-20.27,42.8,23.96
Chapais,90,CA,1540166400,73,49.78,-74.86,24.8,11.41
Bhag,0,PK,1540170232,53,29.04,67.82,63.05,4.72
Boulsa,0,BF,1540170232,50,12.66,-0.57,71.74,5.84
Macas,64,EC,1540170232,88,-2.3,-78.12,70.07,2.59
Sao Domingos,64,BR,1540170233,88,-13.4,-46.32,69.89,11.1
Fukue,0,JP,1540168200,59,35.03,136.69,64.4,6.93
Lubango,64,AO,1540170234,71,-14.92,13.49,68.45,3.15
Sondershausen,0,DE,1540169400,86,51.37,10.87,39.2,9.17
Kysyl-Syr,92,RU,1540170234,95,63.9,122.77,27.5,4.61
Eyl,76,SO,1540170235,100,7.98,49.82,75.02,7.4
Superior,1,US,1540168500,29,39.95,-105.17,69.8,3.6
Penzance,44,GB,1540165800,76,50.12,-5.53,53.6,17.22
Port Hawkesbury,90,CA,1540166400,75,45.62,-61.36,42.8,6.93
Nador,68,MA,1540168200,94,35.17,-2.93,68.0,4.7
Glendive,1,US,1540169700,38,47.11,-104.71,53.6,3.04
Turukhansk,88,RU,1540170236,93,65.8,87.96,32.41,12.44
Bell Ville,88,AR,1540170237,89,-32.63,-62.69,64.54,6.4
Inhambane,64,MZ,1540170237,95,-23.87,35.38,67.28,19.6
Bosaso,12,SO,1540170001,100,11.28,49.18,78.31,3.49
Bajina Basta,68,BA,1540168200,93,43.97,19.57,37.4,1.12
